StatusType,County,District,School,Street,City,Zip,State,OpenDate,ClosedDate,Charter,FundingType,DOC,DOCType,SOC,SOCType,EdOpsName,EILName,GSoffered,Virtual,Magnet,Latitude,Longitude,LastUpdate
Active,Napa,Saint Helena Unified,Saint Helena Elementary,1325 Adams Street,St. Helena,94574-1937,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,3-5,N,N,38.503359,-122.47218,8/25/2016
Active,Napa,Saint Helena Unified,Saint Helena Primary,1701 Grayson Avenue,St. Helena,94574-2106,CA,8/22/2000,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-2,N,N,38.494145,-122.46745,8/25/2016
Active,Napa,Napa County ROP,,2121 Imola Avenue,Napa,94559,CA,,,,,98,Regional Occupation Center/Program (ROC/P),,,,,,,,38.278083,-122.25656,1/31/2016
Active,Napa,Napa County ROP,Napa County ROP,2121 Imola Avenue,Napa,94559-3610,CA,7/1/1980,,N,,98,Regional Occupation Center/Program (ROC/P),98,ROC/ROP,,High School,10-12,,,38.279743,-122.25421,7/2/2013
Active,Nevada,Nevada County Office of Education,,380 Crown Point Circle,Grass Valley,95945-9089,CA,,,,,00,County Office of Education (COE),,,,,,,,39.219081,-121.02845,11/15/2016
Active,Nevada,Nevada County Office of Education,Bitney College Preparatory High,135 Joerschke Drive,Grass Valley,95945-5249,CA,8/16/2007,,Y,Locally funded,00,County Office of Education (COE),66,High Schools (Public),Traditional,High School,9-12,N,N,39.232960,-121.04158,8/6/2015
Active,Nevada,Nevada County Office of Education,Yuba River Charter,505 Main Street,Nevada City,95959-2218,CA,8/20/2007,,Y,Locally funded,00,County Office of Education (COE),60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.567764,-120.62828,9/9/2015
Active,Nevada,Nevada County Office of Education,Nevada City School of the Arts,"13032 Bitney Springs Road, Building 8",Nevada City,95959-9017,CA,8/20/2007,,Y,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.254576,-121.14668,6/18/2015
Active,Nevada,Nevada County Office of Education,Sierra Montessori Academy,16229 Duggans Road,Grass Valley,95949-8520,CA,7/1/2007,,Y,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.073935,-121.11273,6/18/2015
Active,Nevada,Nevada County Office of Education,Earle Jamieson Educational Options,12338 McCourtney Road,Grass Valley,95949-9756,CA,7/1/2007,,N,,00,County Office of Education (COE),10,County Community,County Community School,High School,7-12,N,N,39.198333,-121.09332,7/12/2016
Active,Nevada,Nevada County Office of Education,"Sugarloaf Mountain, Juvenile Hall Program",15434 Highway 49,Nevada City,95959,CA,7/1/2007,,N,,00,County Office of Education (COE),14,Juvenile Court Schools,Juvenile Court School,High School,6-12,N,N,39.268728,-121.02395,8/19/2015
Active,Nevada,Nevada County Office of Education,Forest Charter,470 Searls Avenue,Nevada City,95959-3030,CA,8/22/2012,,Y,Locally funded,00,County Office of Education (COE),65,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,N,N,39.255887,-121.02284,6/18/2015
Active,Nevada,Nevada County Office of Education,Twin Ridges Home Study Charter,111 New Mohawk Road,Nevada City,95959-3226,CA,8/27/2012,,Y,Locally funded,00,County Office of Education (COE),60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.248010,-121.01630,6/18/2015
Active,Nevada,Nevada County Office of Education,EPIC de Cesar Chavez,"410 West J Street, Suite A",Tehachapi,93561-1411,CA,7/1/2014,,Y,Directly funded,00,County Office of Education (COE),66,High Schools (Public),Traditional,High School,9-12,N,N,35.135032,-118.45320,5/10/2016
Active,Nevada,Nevada County Office of Education,John Muir Charter Schools,12338 McCourtney Road,Grass Valley,95949-9756,CA,8/2/1999,,Y,Directly funded,00,County Office of Education (COE),66,High Schools (Public),Traditional,High School,9-12,N,N,39.200543,-121.09311,7/1/2016
Active,Nevada,Nevada County Office of Education,Nevada County Special Education,400 Hoover Lane,Nevada City,95959-2944,CA,7/1/1980,,N,,00,County Office of Education (COE),09,Special Education Schools (Public),Special Education School,Elementary,K-12,N,N,39.253651,-121.03084,8/7/2015
Active,Nevada,Chicago Park Elementary,,15725 Mount Olive Road,Grass Valley,95945-7906,CA,,,,,52,Elementary School District,,,,,,,,39.145000,-120.97947,1/19/2017
Active,Nevada,Chicago Park Elementary,Chicago Park Community Charter,15725 Mount Olive Road,Grass Valley,95945-7906,CA,8/17/2011,,Y,Locally funded,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.144182,-120.97739,6/18/2015
Active,Nevada,Chicago Park Elementary,Chicago Park Elementary,15725 Mount Olive Road,Grass Valley,95945-7906,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.145000,-120.97947,6/18/2015
Active,Nevada,Clear Creek Elementary,,17700 McCourtney Road,Grass Valley,95949-7636,CA,,,,,52,Elementary School District,,,,,,,,39.138958,-121.14489,1/18/2017
Active,Nevada,Clear Creek Elementary,Clear Creek Elementary,17700 McCourtney Road,Grass Valley,95949-7636,CA,7/1/1980,,N,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),Traditional,Elementary,K-8,N,N,39.138958,-121.14489,1/18/2017
Active,Nevada,Grass Valley Elementary,,10840 Gilmore Way,Grass Valley,95945-5409,CA,,,,,52,Elementary School District,,,,,,,,39.222048,-121.07401,10/5/2015
Active,Nevada,Grass Valley Elementary,Grass Valley Preschool,10840 Gilmore Way,Grass Valley,95945-5409,CA,5/1/2009,,N,,52,Elementary School District,08,Preschool,Traditional,Preschool,P,N,,39.222219,-121.07685,10/5/2015
Active,Nevada,Grass Valley Elementary,Bell Hill Academy,342 South School Street,Grass Valley,95945-6632,CA,8/15/2012,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-4,N,N,39.215685,-121.06788,10/5/2015
Active,Nevada,Grass Valley Elementary,Lyman Gilmore Middle,10837 Rough and Ready Highway,Grass Valley,95945-8522,CA,7/1/1980,,N,,52,Elementary School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,5-8,N,N,39.222720,-121.07365,10/5/2015
Active,Nevada,Grass Valley Elementary,Margaret G. Scotten Elementary,10821 Squirrel Creek Road,Grass Valley,95945-5414,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-4,N,N,39.223292,-121.07531,11/7/2016
Active,Nevada,Grass Valley Elementary,Grass Valley Charter,225 South Auburn Street,Grass Valley,95945-7229,CA,2/4/1993,,Y,Locally funded,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.215289,-121.06076,11/10/2016
Active,Nevada,Nevada City Elementary,,800 Hoover Lane,Nevada City,95959-2952,CA,,,,,52,Elementary School District,,,,,,,,39.253745,-121.03085,1/13/2017
Active,Nevada,Nevada City Elementary,Nevada City Preschool,800 Hoover Lane,Nevada City,95959-2952,CA,8/15/2005,,N,,52,Elementary School District,08,Preschool,Traditional,Preschool,P,N,,39.255491,-121.03085,12/21/2015
Active,Nevada,Nevada City Elementary,Seven Hills Intermediate,700 Hoover Lane,Nevada City,95959-2910,CA,7/1/1980,,N,,52,Elementary School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,5-8,N,N,39.253708,-121.03085,12/21/2015
Active,Nevada,Nevada City Elementary,Deer Creek Elementary,805 Lindley Avenue,Nevada City,95959-2911,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-4,N,N,39.251360,-121.02808,12/21/2015
Active,Nevada,Nevada City Elementary,Nevada City Charter,750 Hoover Lane,Nevada City,95959-2910,CA,8/23/1994,,Y,Locally funded,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.253726,-121.03085,6/18/2015
Active,Nevada,Nevada Joint Union High,,11645 Ridge Road,Grass Valley,95945-5024,CA,,,,,56,High School District,,,,,,,,39.240700,-121.05600,1/19/2017
Active,Nevada,Nevada Joint Union High,William & Marian Ghidotti High,250 Sierra College Drive,Grass Valley,95945-5726,CA,8/16/2006,,N,,56,High School District,63,Alternative Schools of Choice,Alternative School of Choice,High School,9-12,P,N,39.233819,-121.05064,11/25/2015
Active,Nevada,Nevada Joint Union High,Sierra Academy of Expeditionary Learning,340 Buena Vista Street,Grass Valley,95945-7210,CA,8/13/2014,,Y,Directly funded,56,High School District,66,High Schools (Public),Traditional,High School,9-12,N,N,39.212709,-121.06271,9/26/2015
Active,Nevada,Nevada Joint Union High,North Point Academy,11761 Ridge Road,Grass Valley,95945-5025,CA,7/1/1980,,N,,56,High School District,63,Alternative Schools of Choice,Alternative School of Choice,High School,9-12,P,N,39.238993,-121.05842,11/25/2015
Active,Nevada,Nevada Joint Union High,Bear River High,11130 Magnolia Road,Grass Valley,95949-8366,CA,7/1/1980,,N,,56,High School District,66,High Schools (Public),Traditional,High School,9-12,P,N,39.068278,-121.01056,11/25/2015
Active,Nevada,Nevada Joint Union High,Silver Springs High (Continuation),130 Park Avenue,Grass Valley,95945-7202,CA,3/13/1990,,N,,56,High School District,68,Continuation High Schools,Continuation School,High School,9-12,P,N,39.210757,-121.06307,6/18/2015
Active,Nevada,Nevada Joint Union High,NU Tech High,11761 Ridge Road,Grass Valley,95945-5025,CA,9/1/1991,,N,,56,High School District,68,Continuation High Schools,Continuation School,High School,9-12,P,N,39.240140,-121.05552,10/20/2016
Active,Nevada,Nevada Joint Union High,Nevada Adult,11761 Ridge Road,Grass Valley,95945,CA,9/1/1993,,N,,56,High School District,70,Adult Education Centers,Traditional,High School,Adult,N,,39.238993,-121.05842,10/20/2016
Active,Nevada,Nevada Joint Union High,Nevada Union High,11761 Ridge Road,Grass Valley,95945-5025,CA,7/1/1980,,N,,56,High School District,66,High Schools (Public),Traditional,High School,9-12,P,N,39.240090,-121.05546,10/20/2016
Active,Nevada,Pleasant Ridge Union Elementary,,22580 Kingston Lane,Grass Valley,95949-7706,CA,,,,,52,Elementary School District,,,,,,,,39.051368,-121.06617,8/17/2016
Active,Nevada,Pleasant Ridge Union Elementary,Pleasant Ridge Special Education Preschool,22580 Kingston Lane,Grass Valley,95949-7706,CA,4/15/2009,,N,,52,Elementary School District,08,Preschool,Traditional,Preschool,P,N,,39.051101,-121.06601,12/7/2016
Active,Nevada,Pleasant Ridge Union Elementary,Magnolia Intermediate,22431 Kingston Lane,Grass Valley,95949-7706,CA,7/1/1980,,N,,52,Elementary School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,39.051234,-121.06787,8/19/2016
Active,Nevada,Pleasant Ridge Union Elementary,Cottage Hill Elementary,22600 Kingston Lane,Grass Valley,95949-7706,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,39.051267,-121.06600,8/19/2016
Active,Nevada,Pleasant Ridge Union Elementary,Alta Sierra Elementary,16607 Annie Drive,Grass Valley,95949-7147,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,39.118924,-121.04301,8/19/2016
Active,Nevada,Union Hill Elementary,,10879 Bartlett Drive,Grass Valley,95945-8730,CA,,,,,52,Elementary School District,,,,,,,,39.208869,-121.03551,6/30/2015
Active,Nevada,Union Hill Elementary,Union Hill Middle,11638 Colfax Highway,Grass Valley,94945-8805,CA,8/14/2013,,N,,52,Elementary School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,39.205006,-121.03778,6/18/2015
Active,Nevada,Union Hill Elementary,Union Hill Elementary,11638 Colfax Highway,Grass Valley,95945-8805,CA,7/1/1980,,Y,Locally funded,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,39.204457,-121.03829,6/18/2015
Active,Nevada,Twin Ridges Elementary,,16661 Old Mill Road,Nevada City,95959-0529,CA,,,,,52,Elementary School District,,,,,,,,39.372753,-120.99513,8/4/2015
Active,Nevada,Twin Ridges Elementary,Twin Ridges Special Education Preschool,16661 Old Mill Road,Nevada City,95959-8675,CA,5/1/2009,,N,,52,Elementary School District,08,Preschool,Traditional,Preschool,P,N,,39.374104,-120.99483,8/14/2015
Active,Nevada,Twin Ridges Elementary,Washington Elementary,1 School Street,Washington,95986,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.358394,-120.79990,8/14/2015
Active,Nevada,Twin Ridges Elementary,Grizzly Hill,16661 Old Mill Road,Nevada City,95959-8675,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.372753,-120.99513,8/17/2015
Active,Nevada,Penn Valley Union Elementary,,14806 Pleasant Valley Road,Penn Valley,95946-9722,CA,,,,,52,Elementary School District,,,,,,,,39.256423,-121.19945,8/24/2016
Active,Nevada,Penn Valley Union Elementary,Penn Valley Union Special Education Preschool,14806 Pleasant Valley Road,Penn Valley,95946-9722,CA,5/1/2009,,N,,52,Elementary School District,08,Preschool,Traditional,Preschool,P,N,,39.256905,-121.19775,8/24/2016
Active,Nevada,Penn Valley Union Elementary,Pleasant Valley Elementary,14685 Pleasant Valley Road,Penn Valley,95946-9529,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Intermediate/Middle/Junior High,4-8,N,N,39.252663,-121.20666,6/18/2015
Active,Nevada,Penn Valley Union Elementary,Ready Springs Elementary,10862 Spenceville Road,Penn Valley,95946-9625,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,39.191442,-121.18132,7/21/2016
Active,Nevada,Penn Valley Union Elementary,Williams Ranch Elementary,14804 Pleasant Valley Road,Penn Valley,95946-9722,CA,8/31/1992,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-3,N,N,39.253208,-121.20491,7/21/2016
Active,Nevada,Penn Valley Union Elementary,Vantage Point Charter,10862 Spenceville Road,Penn Valley,95946-9625,CA,5/27/1993,,Y,Locally funded,52,Elementary School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,C,N,39.191442,-121.18132,12/5/2016
Active,Orange,Orange County Department of Education,,200 Kalmus Drive,Costa Mesa,92628-9050,CA,,,,,00,County Office of Education (COE),,,,,,,,33.672234,-117.88060,1/13/2017
Active,Orange,Orange County Department of Education,Samueli Academy,1901 North Fairview Street,Santa Ana,92706-2205,CA,8/22/2013,,Y,Directly funded,00,County Office of Education (COE),66,High Schools (Public),Traditional,High School,9-12,N,N,33.761943,-117.90181,4/14/2016
Active,Orange,Orange County Department of Education,Vista Heritage Charter Middle,2609 West Fifth Street,Santa Ana,92703-1816,CA,8/24/2015,,Y,Directly funded,00,County Office of Education (COE),62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.749193,-117.90283,8/9/2016
Active,Orange,Orange County Department of Education,College and Career Preparatory Academy,1669 East Wilshire Avenue,Santa Ana,92705-4508,CA,9/1/2015,,Y,Locally funded,00,County Office of Education (COE),66,High Schools (Public),Traditional,High School,9-12,P,N,33.732453,-117.84432,5/10/2016
Active,Orange,Orange County Department of Education,Oxford Preparatory Academy - Saddleback Valley,22882 Loumont Drive,Lake Forest,92630-3935,CA,9/6/2016,,Y,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),Traditional,Elementary,K-8,C,N,33.628723,-117.70070,1/21/2017
